Student_ID,Name,Gender,Age,Department,Program,Year,Semester,Attendance,Assignment,CAT,FinalExam,StudyHours,InternetAccess,Device,ParentIncome,Scholarship,SkillsCount,Projects,LMSLogins,LibraryVisits,Location,Graduated,Placement,GPA,Total,Grade
S00326,Student_326,M,32,CS,MSc,3,1,65,39,57,69,1,Yes,Desktop,66664,Yes,6,2,129,12,Eldoret,No,No,2.4100000000000001,60.200000000000003,B
S00327,Student_327,M,21,AI,MSc,1,2,80,46,61,70,4,Yes,Tablet,166368,No,7,1,7,17,Eldoret,Yes,No,2.5800000000000001,64.400000000000006,B
S00328,Student_328,F,33,AI,BSc,3,1,70,67,72,78,10,No,Laptop,285015,No,4,6,30,35,Nairobi,Yes,Yes,2.9500000000000002,73.799999999999997,A
S00329,Student_329,F,20,IT,MSc,4,2,67,68,33,38,12,No,Laptop,36998,Yes,7,3,67,1,Nakuru,Yes,No,1.8400000000000001,45.899999999999999,D
S00330,Student_330,M,21,AI,BSc,2,2,47,73,67,29,11,Yes,Desktop,141780,No,2,8,153,52,Nakuru,Yes,No,1.8899999999999999,47.200000000000003,D
S00331,Student_331,F,25,AI,MSc,3,1,77,38,46,79,10,No,Laptop,296014,Yes,1,2,25,33,Nakuru,Yes,No,2.5600000000000001,64,B
S00332,Student_332,F,25,IT,MSc,1,1,65,32,83,40,11,Yes,Tablet,251598,Yes,5,1,106,27,Nairobi,Yes,No,1.98,49.5,D
S00333,Student_333,F,27,IT,MSc,2,1,57,37,30,80,8,No,Laptop,257759,Yes,2,7,200,58,Mombasa,No,No,2.3599999999999999,59.100000000000001,C
S00334,Student_334,M,32,SE,MSc,4,1,91,61,69,38,8,Yes,Tablet,84841,Yes,9,2,27,42,Kisumu,Yes,No,2.1600000000000001,54.100000000000001,C
S00335,Student_335,M,34,DS,MSc,1,2,78,41,41,31,1,Yes,Laptop,180152,No,14,6,100,22,Nairobi,Yes,No,1.5900000000000001,39.700000000000003,F
S00336,Student_336,M,27,IT,BSc,1,1,79,79,92,43,6,No,Tablet,153265,Yes,0,1,73,30,Mombasa,Yes,No,2.54,63.600000000000001,B
S00337,Student_337,M,32,SE,BSc,4,2,62,54,54,44,11,No,Laptop,51736,No,10,3,6,55,Nakuru,Yes,No,1.99,49.799999999999997,D
S00338,Student_338,F,19,DS,MSc,4,1,42,100,34,84,7,Yes,Laptop,222377,Yes,4,2,28,52,Kisumu,Yes,Yes,2.9199999999999999,73,A
S00339,Student_339,F,18,CS,MSc,4,2,65,77,53,96,3,Yes,Laptop,79315,Yes,11,0,87,19,Eldoret,Yes,Yes,3.2200000000000002,80.5,A
S00340,Student_340,M,32,CS,BSc,2,2,82,83,55,25,1,No,Tablet,106399,Yes,1,0,124,26,Nakuru,Yes,No,1.9299999999999999,48.299999999999997,D
S00341,Student_341,M,34,IT,MSc,1,1,100,85,38,43,9,Yes,Tablet,296027,No,6,7,65,52,Eldoret,Yes,No,2.2400000000000002,56.100000000000001,C
S00342,Student_342,M,34,DS,MSc,2,1,79,68,70,79,4,Yes,Laptop,46787,No,13,7,163,50,Nairobi,Yes,Yes,3,75,A
S00343,Student_343,M,18,DS,MSc,3,2,80,43,26,100,7,Yes,Laptop,101789,No,0,0,122,42,Kisumu,No,No,2.8700000000000001,71.799999999999997,A
S00344,Student_344,M,26,CS,BSc,1,2,93,57,68,35,11,No,Desktop,98240,No,5,4,195,39,Eldoret,Yes,No,2.0699999999999998,51.799999999999997,C
S00345,Student_345,F,27,SE,MSc,2,2,68,46,96,38,10,No,Desktop,296816,No,2,2,181,60,Mombasa,Yes,No,2.1699999999999999,54.200000000000003,C
S00346,Student_346,M,29,IT,MSc,4,1,59,58,64,91,10,No,Laptop,226382,No,11,1,123,31,Nairobi,Yes,Yes,3.0299999999999998,75.799999999999997,A
S00347,Student_347,M,31,IT,MSc,1,2,51,95,58,29,4,Yes,Desktop,132956,No,3,5,188,13,Nakuru,Yes,No,2.0099999999999998,50.200000000000003,C
S00348,Student_348,M,30,DS,MSc,1,2,81,74,96,82,3,No,Laptop,186168,No,1,7,142,52,Mombasa,Yes,Yes,3.3199999999999998,83.099999999999994,A
S00349,Student_349,F,27,CS,MSc,1,1,60,58,25,91,12,Yes,Tablet,182701,Yes,3,1,27,55,Nakuru,Yes,No,2.7200000000000002,68.099999999999994,B
S00350,Student_350,M,34,DS,BSc,4,1,57,34,26,88,2,No,Desktop,236857,Yes,7,2,76,3,Mombasa,Yes,No,2.4700000000000002,61.700000000000003,B
S00351,Student_351,F,18,AI,BSc,4,1,70,94,81,41,2,Yes,Laptop,179424,Yes,5,3,185,24,Mombasa,Yes,No,2.5,62.5,B
S00352,Student_352,M,23,DS,MSc,4,2,49,42,94,52,3,Yes,Desktop,202488,Yes,15,7,198,57,Nairobi,Yes,No,2.3199999999999998,58.100000000000001,C
S00353,Student_353,F,31,AI,BSc,4,2,82,100,72,91,2,No,Desktop,124421,Yes,2,5,16,8,Mombasa,Yes,Yes,3.52,88.099999999999994,A
S00354,Student_354,M,18,AI,BSc,1,1,44,84,59,40,6,No,Desktop,48858,No,11,4,170,57,Kisumu,Yes,No,2.1200000000000001,53,C
S00355,Student_355,F,18,CS,BSc,2,1,65,81,88,98,4,Yes,Laptop,231477,Yes,11,7,82,7,Eldoret,No,No,3.5699999999999998,89.299999999999997,A
S00356,Student_356,F,22,AI,MSc,1,2,98,100,70,90,6,Yes,Desktop,178593,No,4,0,23,24,Mombasa,Yes,Yes,3.5499999999999998,88.799999999999997,A
S00357,Student_357,M,19,IT,BSc,1,1,57,57,60,93,4,No,Laptop,251510,Yes,3,2,160,25,Mombasa,Yes,Yes,3.02,75.599999999999994,A
S00358,Student_358,F,31,CS,MSc,2,2,92,89,76,47,10,No,Tablet,25274,No,15,8,115,13,Nakuru,Yes,No,2.6299999999999999,65.700000000000003,B
S00359,Student_359,F,24,SE,BSc,2,2,50,69,43,52,6,No,Tablet,211844,No,3,7,172,1,Kisumu,No,No,2.1400000000000001,53.399999999999999,C
S00360,Student_360,F,32,IT,BSc,2,1,87,82,38,49,7,No,Laptop,253658,Yes,7,7,33,29,Eldoret,Yes,No,2.29,57.200000000000003,C
S00361,Student_361,M,20,SE,BSc,4,1,57,57,75,97,5,Yes,Tablet,103126,No,10,2,46,24,Kisumu,Yes,Yes,3.2200000000000002,80.599999999999994,A
S00362,Student_362,M,21,AI,MSc,1,1,100,44,25,56,9,Yes,Tablet,282703,Yes,10,6,78,31,Eldoret,Yes,No,2.0699999999999998,51.799999999999997,C
S00363,Student_363,F,23,CS,BSc,3,2,73,34,96,69,1,Yes,Tablet,201720,Yes,12,1,147,26,Kisumu,Yes,No,2.71,67.799999999999997,B
S00364,Student_364,F,27,SE,BSc,4,2,93,30,100,80,3,No,Tablet,274438,Yes,1,1,31,58,Kisumu,Yes,Yes,3.0099999999999998,75.299999999999997,A
S00365,Student_365,M,34,SE,BSc,1,2,74,99,59,45,4,Yes,Laptop,240275,No,6,1,52,52,Eldoret,No,No,2.46,61.5,B
S00366,Student_366,F,31,SE,MSc,2,1,65,61,33,45,1,Yes,Tablet,127396,No,15,8,109,50,Kisumu,Yes,No,1.9099999999999999,47.799999999999997,D
S00367,Student_367,M,24,DS,MSc,3,1,79,81,45,77,7,Yes,Laptop,282643,No,0,1,32,41,Nakuru,Yes,Yes,2.8599999999999999,71.599999999999994,A
S00368,Student_368,F,23,IT,MSc,2,2,97,63,88,32,7,No,Laptop,169812,No,8,1,197,17,Eldoret,Yes,No,2.2400000000000002,55.899999999999999,C
S00369,Student_369,F,25,IT,MSc,1,2,70,96,36,38,1,Yes,Laptop,94763,No,12,5,24,50,Eldoret,No,No,2.1000000000000001,52.399999999999999,C
S00370,Student_370,M,22,CS,MSc,4,2,90,91,52,87,5,Yes,Tablet,267532,Yes,1,4,35,50,Nakuru,Yes,Yes,3.2400000000000002,81.099999999999994,A
S00371,Student_371,F,33,IT,BSc,3,1,83,69,63,41,4,Yes,Tablet,149853,Yes,6,8,46,31,Eldoret,Yes,No,2.21,55.200000000000003,C
S00372,Student_372,F,18,SE,BSc,2,1,42,42,52,45,12,Yes,Desktop,211404,No,12,1,51,33,Eldoret,Yes,No,1.8200000000000001,45.5,D
S00373,Student_373,M,24,SE,BSc,1,1,90,76,45,48,12,No,Desktop,242829,Yes,4,6,78,11,Eldoret,Yes,No,2.29,57.200000000000003,C
S00374,Student_374,M,23,DS,MSc,2,2,58,75,52,60,10,Yes,Tablet,217361,No,12,4,106,20,Nakuru,No,No,2.4500000000000002,61.200000000000003,B
S00375,Student_375,F,22,IT,MSc,4,1,56,88,42,31,6,Yes,Desktop,170989,Yes,12,1,168,8,Mombasa,No,No,1.8799999999999999,47.100000000000001,D
S00376,Student_376,F,28,AI,BSc,3,1,86,59,56,74,7,No,Tablet,113625,Yes,11,3,25,4,Nakuru,Yes,No,2.7400000000000002,68.599999999999994,B
S00377,Student_377,M,24,SE,BSc,4,1,100,53,29,48,3,Yes,Laptop,232203,No,15,5,62,25,Nakuru,Yes,No,2.02,50.399999999999999,C
S00378,Student_378,F,28,CS,MSc,1,2,82,36,93,47,7,No,Tablet,80618,No,1,2,77,9,Nakuru,Yes,No,2.2999999999999998,57.5,C
S00379,Student_379,M,24,AI,BSc,2,2,47,33,37,25,12,No,Laptop,118350,Yes,9,6,139,24,Kisumu,Yes,No,1.25,31.199999999999999,F
S00380,Student_380,M,19,DS,MSc,4,1,56,46,55,41,8,No,Tablet,32898,No,11,5,98,9,Mombasa,Yes,No,1.8500000000000001,46.299999999999997,D
S00381,Student_381,F,20,CS,MSc,4,1,94,91,25,33,5,Yes,Laptop,118519,No,10,2,55,55,Eldoret,Yes,No,1.96,49.100000000000001,D
S00382,Student_382,M,35,AI,BSc,4,1,97,33,32,55,2,Yes,Laptop,148801,No,0,4,139,7,Kisumu,Yes,No,2.0099999999999998,50.200000000000003,C
S00383,Student_383,F,20,IT,MSc,3,1,56,80,98,49,1,No,Desktop,240645,No,14,3,5,4,Nairobi,Yes,No,2.6299999999999999,65.700000000000003,B
S00384,Student_384,F,26,DS,MSc,1,1,81,62,68,51,12,No,Tablet,151424,Yes,13,7,37,28,Kisumu,Yes,No,2.3799999999999999,59.600000000000001,C
S00385,Student_385,F,24,AI,MSc,2,1,75,57,62,80,4,No,Desktop,59548,Yes,14,1,38,56,Nairobi,Yes,Yes,2.8500000000000001,71.299999999999997,A
S00386,Student_386,F,35,DS,BSc,2,2,80,64,64,75,2,Yes,Laptop,105107,Yes,12,6,124,7,Nakuru,Yes,Yes,2.8399999999999999,71.099999999999994,A
S00387,Student_387,F,23,IT,MSc,3,1,43,48,60,61,1,Yes,Desktop,215998,Yes,15,6,70,28,Nakuru,No,No,2.2599999999999998,56.399999999999999,C
S00388,Student_388,F,26,AI,BSc,3,2,66,86,80,99,10,No,Desktop,271639,Yes,1,3,157,16,Nairobi,Yes,Yes,3.5699999999999998,89.299999999999997,A
S00389,Student_389,F,35,SE,MSc,4,2,64,55,40,79,12,No,Desktop,261505,No,8,1,129,5,Nairobi,Yes,No,2.6000000000000001,64.900000000000006,B
S00390,Student_390,M,18,SE,MSc,1,2,78,62,69,76,1,Yes,Desktop,174597,No,1,5,64,26,Kisumu,Yes,Yes,2.8799999999999999,72,A
S00391,Student_391,M,19,CS,MSc,4,1,79,76,56,56,6,No,Laptop,22489,Yes,4,8,93,10,Nairobi,No,No,2.4900000000000002,62.299999999999997,B
S00392,Student_392,F,27,CS,BSc,2,1,75,39,49,77,8,No,Laptop,191954,No,5,7,167,59,Eldoret,Yes,No,2.54,63.600000000000001,B
S00393,Student_393,M,29,IT,BSc,1,1,68,92,38,72,9,Yes,Tablet,156347,No,5,7,192,43,Nakuru,No,No,2.75,68.799999999999997,B
S00394,Student_394,M,19,IT,MSc,1,2,75,42,42,45,7,Yes,Laptop,246432,No,9,3,128,26,Kisumu,Yes,No,1.8700000000000001,46.799999999999997,D
S00395,Student_395,M,28,AI,MSc,1,2,67,60,82,38,6,No,Tablet,199031,Yes,2,0,78,40,Eldoret,Yes,No,2.1600000000000001,54.100000000000001,C
S00396,Student_396,M,27,CS,BSc,4,1,63,70,39,45,8,Yes,Laptop,212887,No,11,4,196,60,Nakuru,Yes,No,2.02,50.600000000000001,C
S00397,Student_397,F,31,CS,MSc,3,1,71,42,33,86,1,Yes,Desktop,68412,Yes,1,7,63,49,Nairobi,Yes,No,2.6000000000000001,65.099999999999994,B
S00398,Student_398,F,30,CS,BSc,1,2,78,81,99,23,3,Yes,Laptop,220165,No,7,5,38,30,Nairobi,Yes,No,2.21,55.299999999999997,C
S00399,Student_399,M,27,AI,MSc,3,1,85,100,30,54,7,Yes,Desktop,95805,Yes,6,4,73,33,Nakuru,No,No,2.46,61.5,B
S00400,Student_400,F,28,CS,MSc,3,2,93,80,56,46,7,No,Desktop,215277,No,6,0,18,5,Nairobi,Yes,No,2.3799999999999999,59.5,C
S00401,Student_401,M,31,DS,BSc,1,2,48,78,72,99,1,Yes,Desktop,175550,No,5,4,43,13,Nairobi,Yes,Yes,3.3700000000000001,84.299999999999997,A
S00402,Student_402,M,32,DS,BSc,2,1,67,55,39,64,12,No,Tablet,38056,Yes,11,4,94,10,Kisumu,Yes,No,2.2999999999999998,57.5,C
S00403,Student_403,M,33,CS,MSc,1,2,51,87,76,66,4,Yes,Desktop,245515,No,8,7,182,24,Nairobi,No,No,2.8300000000000001,70.700000000000003,A
S00404,Student_404,M,33,CS,MSc,1,2,49,63,44,81,8,Yes,Tablet,152012,No,1,1,55,39,Kisumu,Yes,No,2.6699999999999999,66.799999999999997,B
S00405,Student_405,M,18,CS,BSc,3,1,59,30,92,38,6,Yes,Laptop,145592,No,15,0,81,30,Kisumu,Yes,No,1.97,49.299999999999997,D
S00406,Student_406,F,26,AI,BSc,4,1,73,98,72,37,7,Yes,Laptop,77074,Yes,1,8,6,30,Nakuru,Yes,No,2.3900000000000001,59.799999999999997,C
S00407,Student_407,F,24,DS,BSc,4,1,66,55,54,62,8,No,Tablet,90192,Yes,8,4,167,18,Kisumu,Yes,No,2.3799999999999999,59.399999999999999,C
S00408,Student_408,F,25,DS,MSc,3,1,85,46,36,49,1,Yes,Tablet,263357,No,6,8,73,44,Mombasa,Yes,No,1.98,49.399999999999999,D
S00409,Student_409,M,25,DS,MSc,3,1,41,78,49,92,10,Yes,Laptop,169611,Yes,3,4,74,16,Eldoret,Yes,Yes,3.02,75.5,A
S00410,Student_410,M,18,DS,BSc,1,1,70,30,77,59,9,Yes,Desktop,148707,No,5,7,136,47,Kisumu,Yes,No,2.3199999999999998,57.899999999999999,C
S00411,Student_411,F,28,SE,MSc,4,1,94,95,87,45,12,No,Laptop,95381,Yes,9,6,106,9,Nakuru,Yes,No,2.73,68.299999999999997,B
S00412,Student_412,F,23,IT,BSc,4,1,69,38,78,94,4,Yes,Tablet,286430,Yes,0,7,46,19,Nairobi,Yes,Yes,3.0800000000000001,77.099999999999994,A
S00413,Student_413,M,18,DS,MSc,3,2,85,77,96,50,3,Yes,Tablet,246268,Yes,11,3,194,40,Mombasa,No,No,2.7200000000000002,68.099999999999994,B
S00414,Student_414,M,27,CS,BSc,2,1,78,57,84,58,3,No,Desktop,204916,No,2,4,38,19,Kisumu,Yes,No,2.6000000000000001,65,B
S00415,Student_415,F,21,DS,MSc,3,2,52,31,99,79,1,Yes,Desktop,150853,No,12,2,84,53,Mombasa,Yes,Yes,2.8300000000000001,70.700000000000003,A
S00416,Student_416,M,31,IT,MSc,2,1,52,75,48,45,6,Yes,Desktop,145174,No,14,1,46,18,Nakuru,No,No,2.0899999999999999,52.299999999999997,C
S00417,Student_417,F,26,SE,MSc,1,2,84,84,90,94,4,No,Laptop,256789,No,8,0,54,49,Mombasa,No,No,3.6099999999999999,90.200000000000003,A
S00418,Student_418,F,26,IT,BSc,4,2,81,51,35,81,11,Yes,Laptop,260785,No,8,4,53,44,Nairobi,No,No,2.6299999999999999,65.799999999999997,B
S00419,Student_419,M,29,IT,MSc,1,2,55,47,35,23,2,No,Desktop,299745,Yes,12,2,45,45,Mombasa,Yes,No,1.3400000000000001,33.399999999999999,F
S00420,Student_420,F,28,CS,MSc,4,1,53,57,56,86,6,Yes,Laptop,282551,No,15,3,92,3,Eldoret,Yes,Yes,2.8399999999999999,70.900000000000006,A
S00421,Student_421,M,21,SE,BSc,2,1,60,42,82,59,10,Yes,Desktop,227786,Yes,13,0,2,48,Eldoret,Yes,No,2.4100000000000001,60.299999999999997,B
S00422,Student_422,F,21,AI,BSc,4,1,82,57,48,38,9,No,Tablet,108679,No,9,5,65,50,Mombasa,No,No,1.9299999999999999,48.200000000000003,D
S00423,Student_423,M,35,CS,MSc,2,2,64,52,37,94,9,No,Laptop,209216,No,8,5,166,53,Mombasa,Yes,Yes,2.8500000000000001,71.200000000000003,A
S00424,Student_424,M,28,CS,BSc,1,2,58,85,30,95,4,Yes,Desktop,293505,Yes,12,1,138,23,Nairobi,No,No,3.0499999999999998,76.299999999999997,A
S00425,Student_425,F,19,AI,BSc,1,1,74,68,62,68,11,Yes,Laptop,235839,No,8,3,168,9,Mombasa,Yes,No,2.7000000000000002,67.400000000000006,B
S00426,Student_426,F,21,SE,BSc,3,1,68,50,76,84,2,No,Desktop,226615,No,4,1,77,19,Eldoret,Yes,Yes,2.96,74,A
S00427,Student_427,M,25,IT,BSc,2,2,98,37,81,31,5,No,Tablet,64565,Yes,15,5,37,20,Nairobi,Yes,No,1.96,48.899999999999999,D
S00428,Student_428,F,21,CS,MSc,4,1,62,59,91,80,10,No,Tablet,217849,No,4,8,191,42,Nairobi,Yes,Yes,3.0499999999999998,76.200000000000003,A
S00429,Student_429,M,20,CS,BSc,4,2,88,37,26,46,5,Yes,Desktop,36230,No,2,0,117,24,Nakuru,Yes,No,1.78,44.399999999999999,D
S00430,Student_430,F,18,CS,BSc,4,2,75,47,53,91,9,Yes,Tablet,57035,Yes,4,3,20,24,Nairobi,Yes,Yes,2.9199999999999999,73,A
S00431,Student_431,F,23,SE,MSc,3,2,89,50,51,31,3,No,Tablet,182237,No,12,7,26,48,Mombasa,No,No,1.78,44.600000000000001,D
S00432,Student_432,M,31,CS,MSc,3,1,77,62,85,97,11,No,Laptop,42644,No,15,2,140,42,Mombasa,No,No,3.4199999999999999,85.599999999999994,A
S00433,Student_433,F,33,IT,BSc,3,1,44,87,82,21,7,Yes,Laptop,214665,No,12,8,186,44,Kisumu,Yes,No,1.95,48.700000000000003,D
S00434,Student_434,M,22,DS,BSc,4,1,75,70,81,29,12,Yes,Desktop,77857,No,0,8,46,13,Kisumu,Yes,No,2.0899999999999999,52.200000000000003,C
S00435,Student_435,M,29,IT,BSc,3,1,44,92,64,30,7,Yes,Laptop,110951,Yes,10,7,130,55,Nairobi,Yes,No,2.02,50.600000000000001,C
S00436,Student_436,M,26,SE,BSc,3,1,78,76,70,89,4,No,Desktop,61345,No,7,7,14,31,Kisumu,Yes,Yes,3.2599999999999998,81.5,A
S00437,Student_437,M,21,DS,MSc,4,1,72,90,56,20,4,No,Desktop,218936,Yes,15,3,129,55,Nairobi,Yes,No,1.8600000000000001,46.399999999999999,D
S00438,Student_438,F,27,AI,BSc,3,2,93,89,79,68,8,No,Laptop,115854,Yes,4,3,123,32,Eldoret,Yes,Yes,3.0800000000000001,76.900000000000006,A
S00439,Student_439,F,28,AI,BSc,4,2,98,77,30,28,2,Yes,Laptop,88510,Yes,3,8,53,26,Kisumu,Yes,No,1.8100000000000001,45.200000000000003,D
S00440,Student_440,M,18,DS,BSc,2,1,89,96,48,48,3,Yes,Tablet,271321,No,0,3,72,2,Eldoret,Yes,No,2.4700000000000002,61.700000000000003,B
S00441,Student_441,M,33,DS,MSc,1,1,89,32,35,41,2,Yes,Tablet,189070,Yes,6,5,151,5,Nairobi,Yes,No,1.71,42.799999999999997,D
S00442,Student_442,M,33,AI,BSc,4,2,99,86,72,35,12,No,Tablet,185598,Yes,0,1,47,12,Eldoret,Yes,No,2.3599999999999999,59,C
S00443,Student_443,M,27,SE,MSc,1,1,44,70,49,51,2,No,Tablet,221418,Yes,10,3,188,32,Eldoret,Yes,No,2.1499999999999999,53.700000000000003,C
S00444,Student_444,M,18,AI,MSc,4,2,91,77,67,51,7,No,Tablet,272588,Yes,7,7,86,31,Nairobi,No,No,2.54,63.399999999999999,B
S00445,Student_445,F,25,CS,BSc,3,1,63,78,66,54,4,No,Desktop,280921,Yes,1,1,38,55,Kisumu,Yes,No,2.48,62.100000000000001,B
S00446,Student_446,M,19,CS,BSc,1,2,80,78,98,87,11,No,Laptop,164821,Yes,2,0,86,20,Nakuru,Yes,Yes,3.4700000000000002,86.700000000000003,A
S00447,Student_447,M,34,AI,BSc,2,1,41,69,68,35,2,Yes,Desktop,266282,No,5,3,117,54,Nairobi,Yes,No,1.96,49,D
S00448,Student_448,M,26,SE,MSc,1,1,42,75,70,34,12,Yes,Desktop,123918,Yes,8,8,10,14,Kisumu,No,No,2.0099999999999998,50.200000000000003,C
S00449,Student_449,M,30,DS,BSc,1,2,96,83,89,68,12,No,Desktop,39662,Yes,8,7,137,44,Nakuru,No,No,3.1200000000000001,78,A
S00450,Student_450,M,33,DS,BSc,1,1,54,53,88,55,4,No,Laptop,152822,Yes,11,5,46,6,Eldoret,Yes,No,2.4399999999999999,61.100000000000001,B
S00451,Student_451,F,27,CS,BSc,1,1,95,55,39,66,8,Yes,Desktop,204563,Yes,2,6,85,28,Nairobi,No,No,2.4500000000000002,61.299999999999997,B
S00452,Student_452,F,30,IT,BSc,1,2,46,63,50,91,8,No,Tablet,65072,No,7,8,19,8,Mombasa,Yes,Yes,2.9100000000000001,72.700000000000003,A
S00453,Student_453,M,19,CS,MSc,2,1,95,54,31,89,9,No,Laptop,110183,Yes,3,6,91,32,Nakuru,Yes,Yes,2.8399999999999999,71,A
S00454,Student_454,F,22,CS,BSc,1,2,52,58,43,77,10,Yes,Desktop,111569,No,4,0,78,19,Nairobi,Yes,No,2.5600000000000001,63.899999999999999,B
S00455,Student_455,F,29,SE,MSc,4,2,81,58,62,45,2,No,Desktop,184080,No,4,0,40,8,Kisumu,Yes,No,2.1800000000000002,54.600000000000001,C
S00456,Student_456,F,22,CS,MSc,1,2,72,94,37,45,4,No,Tablet,289404,Yes,15,2,198,1,Nairobi,Yes,No,2.2400000000000002,55.899999999999999,C
S00457,Student_457,M,33,CS,MSc,3,1,66,36,93,73,4,No,Desktop,298012,No,0,1,98,42,Nakuru,Yes,No,2.7599999999999998,68.900000000000006,B
S00458,Student_458,M,32,DS,BSc,2,2,49,63,43,93,7,No,Desktop,170308,No,14,7,109,14,Nairobi,Yes,Yes,2.8999999999999999,72.599999999999994,A
S00459,Student_459,M,30,CS,BSc,3,2,70,91,49,41,3,No,Laptop,98340,No,9,7,34,10,Eldoret,Yes,No,2.2200000000000002,55.5,C
S00460,Student_460,M,34,SE,BSc,3,1,91,63,59,62,11,No,Laptop,23009,No,14,7,178,43,Eldoret,Yes,No,2.5800000000000001,64.5,B
S00461,Student_461,M,20,CS,BSc,3,1,41,30,54,44,6,Yes,Desktop,87241,Yes,11,2,15,14,Nakuru,Yes,No,1.72,42.899999999999999,D
S00462,Student_462,M,20,SE,BSc,2,1,69,52,34,75,3,No,Laptop,148131,No,9,7,189,58,Kisumu,Yes,No,2.46,61.600000000000001,B
S00463,Student_463,M,20,SE,BSc,3,1,50,75,34,85,6,No,Desktop,91919,No,7,4,107,54,Eldoret,Yes,No,2.77,69.299999999999997,B
S00464,Student_464,F,33,IT,BSc,1,1,61,39,67,28,4,Yes,Desktop,28455,Yes,1,1,60,27,Nairobi,No,No,1.6499999999999999,41.299999999999997,D
S00465,Student_465,F,25,DS,BSc,3,2,61,53,82,45,1,Yes,Desktop,295173,No,11,7,67,0,Nakuru,Yes,No,2.2200000000000002,55.600000000000001,C
S00466,Student_466,M,33,CS,MSc,2,1,89,43,30,23,6,No,Tablet,229410,No,10,5,175,51,Eldoret,Yes,No,1.3999999999999999,35,F
S00467,Student_467,F,26,SE,MSc,2,2,79,30,96,63,3,No,Desktop,153632,Yes,1,1,196,7,Mombasa,Yes,No,2.5800000000000001,64.599999999999994,B
S00468,Student_468,F,23,CS,MSc,2,2,44,63,38,29,5,Yes,Laptop,36001,Yes,7,1,127,57,Mombasa,No,No,1.5600000000000001,39.100000000000001,F
S00469,Student_469,M,22,AI,BSc,2,2,66,80,38,61,4,Yes,Laptop,214970,Yes,5,7,26,8,Kisumu,No,No,2.4300000000000002,60.700000000000003,B
S00470,Student_470,F,25,DS,MSc,4,2,97,85,89,31,7,No,Desktop,230430,Yes,2,5,157,10,Nakuru,Yes,No,2.3999999999999999,60,B
S00471,Student_471,F,23,AI,MSc,2,1,45,37,59,35,4,No,Desktop,35435,No,6,0,57,15,Mombasa,Yes,No,1.6499999999999999,41.200000000000003,D
S00472,Student_472,M,31,AI,BSc,4,1,74,70,88,64,11,No,Tablet,65791,No,6,7,53,56,Kisumu,Yes,Yes,2.8399999999999999,71,A
S00473,Student_473,F,26,DS,BSc,1,2,80,98,53,92,12,No,Laptop,281036,No,15,5,67,34,Mombasa,Yes,Yes,3.3700000000000001,84.200000000000003,A
S00474,Student_474,M,24,IT,MSc,1,1,43,98,75,76,12,Yes,Tablet,156842,No,10,6,73,5,Nairobi,Yes,Yes,3.0800000000000001,76.900000000000006,A
S00475,Student_475,M,33,IT,MSc,2,1,94,76,95,72,10,No,Desktop,37347,No,12,3,128,47,Mombasa,Yes,Yes,3.1800000000000002,79.599999999999994,A
S00476,Student_476,F,30,DS,MSc,3,2,64,86,30,32,10,No,Tablet,185583,No,7,1,42,52,Nakuru,Yes,No,1.8200000000000001,45.600000000000001,D
S00477,Student_477,F,20,IT,MSc,1,2,52,54,94,85,9,No,Desktop,35707,No,1,5,76,6,Eldoret,Yes,Yes,3.0899999999999999,77.299999999999997,A
S00478,Student_478,F,19,IT,BSc,2,1,62,93,75,83,2,Yes,Desktop,197942,Yes,2,0,61,22,Eldoret,Yes,Yes,3.25,81.299999999999997,A
S00479,Student_479,F,34,DS,MSc,4,2,97,80,36,94,9,No,Laptop,187674,Yes,14,3,97,6,Mombasa,Yes,Yes,3.2000000000000002,79.900000000000006,A
S00480,Student_480,M,33,DS,MSc,1,1,64,93,56,79,6,No,Tablet,286537,Yes,1,6,186,36,Nairobi,Yes,Yes,3.0299999999999998,75.700000000000003,A
S00481,Student_481,M,19,AI,MSc,1,1,48,78,69,32,1,No,Laptop,285330,No,1,8,135,11,Nairobi,Yes,No,2.0099999999999998,50.200000000000003,C
S00482,Student_482,F,19,SE,MSc,3,1,49,62,61,49,3,Yes,Desktop,196465,No,9,5,100,42,Kisumu,Yes,No,2.1600000000000001,54,C
S00483,Student_483,M,20,CS,BSc,3,2,52,64,43,32,6,No,Tablet,116438,Yes,9,8,128,59,Nairobi,Yes,No,1.7,42.600000000000001,D
S00484,Student_484,M,24,DS,BSc,2,1,66,61,73,28,8,Yes,Laptop,288971,Yes,4,7,109,24,Nakuru,Yes,No,1.8999999999999999,47.399999999999999,D
S00485,Student_485,F,34,AI,MSc,4,2,49,37,89,72,9,Yes,Tablet,256302,No,0,1,103,25,Nairobi,Yes,No,2.6400000000000001,66.099999999999994,B
S00486,Student_486,M,18,DS,MSc,1,1,83,44,52,88,11,Yes,Laptop,60510,Yes,8,3,169,20,Eldoret,Yes,Yes,2.8599999999999999,71.5,A
S00487,Student_487,M,31,DS,BSc,2,2,98,38,92,62,8,Yes,Tablet,88279,No,14,6,181,56,Nakuru,Yes,No,2.6699999999999999,66.799999999999997,B
S00488,Student_488,M,28,DS,MSc,2,1,64,57,37,42,8,No,Laptop,32767,Yes,2,6,44,21,Nakuru,Yes,No,1.8500000000000001,46.200000000000003,D
